trade_rows,executed_trades,abstains,unique_events,wins,losses,hit_rate,total_net_pnl,mean_net_pnl,median_net_pnl,std_net_pnl,min_net_pnl,max_net_pnl,total_stake,aggregate_roi_on_stake,avg_entry_yes,avg_history_points,breakdown,venue,entry_year,month,quarter,side,category,entry_yes_bin
1257.0,710.0,547.0,710.0,570.0,140.0,0.8028169014084507,4.228499999999979,0.005955633802816872,0.165,0.38896746041848707,-0.95,0.35,565.7715000000001,0.007473865332559132,0.7817204225352113,10.163380281690142,category,,,,,,EARNINGS_EPS,
185.0,182.0,3.0,182.0,179.0,3.0,0.9835164835164835,3.169999999999998,0.017417582417582407,0.01,0.11618917380307052,-0.96,0.24,174.01,0.01821734383081431,0.05994505494505495,11.296703296703297,category,,,,,,Economic Indicators,
9.0,7.0,2.0,7.0,6.0,1.0,0.8571428571428571,-0.475,-0.06785714285714285,0.035,0.3759305913646953,-0.9,0.25,6.475,-0.07335907335907337,0.42071428571428576,125.28571428571429,category,,,,,,FDA_FINAL_PDUFA_DECISION,
62.0,57.0,5.0,51.0,53.0,3.0,0.9298245614035088,-0.2675007777373052,-0.004692996100654477,0.0114999999999999,0.19653933877121213,-0.915,0.31,54.2675,-0.004929299815493715,0.17206140350877192,29.210526315789473,category,,,,,,FOMC_DECISION,
56.0,51.0,5.0,43.0,49.0,2.0,0.9607843137254902,1.9864999999999988,0.03895098039215684,0.0334999999999999,0.17631937655578192,-0.8,0.3400000000000001,47.0135,0.042253820711072324,0.5160294117647058,46.15686274509804,category,,,,,,GDP_RELEASE,
10.0,9.0,1.0,9.0,8.0,1.0,0.8888888888888888,-0.3160000000000001,-0.03511111111111112,0.01,0.3287037779081815,-0.865,0.3249999999999999,8.316,-0.03799903799903801,0.156,53.44444444444444,category,,,,,,MA_PRE_ANNOUNCEMENT_OR_RUMOR,
1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.1949999999999999,0.1949999999999999,0.1949999999999999,,0.1949999999999999,0.1949999999999999,0.805,0.24223602484472034,0.805,3.0,category,,,,,,MA_REGULATORY_CLEARANCE,
33.0,26.0,7.0,25.0,23.0,3.0,0.8846153846153846,0.24549999999999927,0.009442307692307665,0.0949999999999999,0.3085899650644226,-0.9565,0.25,22.7545,0.010789074688523118,0.15559615384615383,16.23076923076923,category,,,,,,PAYROLLS_JOBS_RELEASE,
22.0,18.0,4.0,18.0,18.0,0.0,1.0,0.7499999999999998,0.04166666666666666,0.025,0.05173461692363532,0.015,0.235,17.25,0.0434782608695652,0.9583333333333334,28.444444444444443,category,,,,,,PCE_RELEASE,
10.0,5.0,5.0,5.0,4.0,1.0,0.8,-0.4450000000000003,-0.08900000000000005,0.0949999999999999,0.436483103911251,-0.865,0.1799999999999999,4.445,-0.10011248593925764,0.889,86.6,category,,,,,,RETAIL_SALES_RELEASE,
160.0,85.0,75.0,78.0,75.0,10.0,0.8823529411764706,1.3544999999999978,0.015935294117647034,0.05,0.31797649647564263,-0.99,0.3349999999999999,73.6455,0.018392162453917726,0.5051117647058824,59.03529411764706,category,,,,,,UNEMPLOYMENT_RELEASE,
185.0,182.0,3.0,182.0,179.0,3.0,0.9835164835164835,3.169999999999998,0.017417582417582407,0.01,0.11618917380307052,-0.96,0.24,174.01,0.01821734383081431,0.05994505494505495,11.296703296703297,venue_category,FORECASTEX,,,,,Economic Indicators,
2.0,2.0,0.0,2.0,2.0,0.0,1.0,0.08,0.04,0.04,0.014142135623730954,0.03,0.05,1.92,0.04166666666666667,0.04,222.5,venue_category,KALSHI,,,,,ANTITRUST_ENFORCEMENT_SINGLE_NAME,
26.0,25.0,1.0,25.0,24.0,1.0,0.96,1.4249999999999996,0.05699999999999998,0.04,0.21037664635917488,-0.8200000000000001,0.3400000000000001,22.575,0.06312292358803985,0.2198,151.16,venue_category,KALSHI,,,,,CORPORATE_LITIGATION_BINARY,
110.0,68.0,42.0,68.0,60.0,8.0,0.8823529411764706,-3.455000000000001,-0.05080882352941178,0.0225,0.28810576713302993,-0.99,0.25,63.205,-0.054663396883157994,0.8861029411764705,59.838235294117645,venue_category,KALSHI,,,,,CPI_INFLATION_RELEASE,
8.0,7.0,1.0,7.0,6.0,1.0,0.8571428571428571,-0.475,-0.06785714285714285,0.035,0.3759305913646953,-0.9,0.25,6.475,-0.07335907335907337,0.42071428571428576,125.28571428571429,venue_category,KALSHI,,,,,FDA_FINAL_PDUFA_DECISION,
19.0,16.0,3.0,16.0,16.0,0.0,1.0,0.6404999999999998,0.04003124999999999,0.0175,0.05416655448706332,0.0004999999999999,0.1799999999999999,15.3595,0.041700576190631194,0.14253125,71.5625,venue_category,KALSHI,,,,,FOMC_DECISION,
32.0,30.0,2.0,30.0,28.0,2.0,0.9333333333333333,0.8644999999999996,0.028816666666666654,0.037500000000000006,0.22533371739578234,-0.8,0.3400000000000001,27.1355,0.03185863536695471,0.8105166666666667,70.0,venue_category,KALSHI,,,,,GDP_RELEASE,
3.0,2.0,1.0,2.0,1.0,1.0,0.5,-0.725,-0.3625,-0.3625,0.7106423150924802,-0.865,0.14,1.725,-0.42028985507246375,0.4975,191.5,venue_category,KALSHI,,,,,MA_PRE_ANNOUNCEMENT_OR_RUMOR,
4.0,2.0,2.0,2.0,2.0,0.0,1.0,0.13,0.065,0.065,0.04949747468305833,0.03,0.1,1.8699999999999999,0.06951871657754011,0.46499999999999997,51.0,venue_category,KALSHI,,,,,PAYROLLS_JOBS_RELEASE,
21.0,17.0,4.0,17.0,17.0,0.0,1.0,0.5149999999999998,0.03029411764705881,0.025,0.01924111712545023,0.015,0.08,16.485,0.03124052168638155,0.9697058823529412,29.352941176470587,venue_category,KALSHI,,,,,PCE_RELEASE,
10.0,5.0,5.0,5.0,4.0,1.0,0.8,-0.4450000000000003,-0.08900000000000005,0.0949999999999999,0.436483103911251,-0.865,0.1799999999999999,4.445,-0.10011248593925764,0.889,86.6,venue_category,KALSHI,,,,,RETAIL_SALES_RELEASE,
120.0,55.0,65.0,55.0,48.0,7.0,0.8727272727272727,0.6299999999999994,0.011454545454545445,0.05,0.32788981991933513,-0.99,0.3349999999999999,47.370000000000005,0.013299556681443938,0.712909090909091,84.41818181818182,venue_category,KALSHI,,,,,UNEMPLOYMENT_RELEASE,
3.0,2.0,1.0,2.0,2.0,0.0,1.0,0.2024999999999999,0.10124999999999995,0.10124999999999995,0.1113693180368813,0.0224999999999999,0.18,1.7974999999999999,0.11265646731571623,0.10124999999999999,14.0,venue_category,POLYMARKET,,,,,ANTITRUST_ENFORCEMENT_SINGLE_NAME,
25.0,22.0,3.0,22.0,19.0,3.0,0.8636363636363636,-0.04300000000000104,-0.0019545454545455017,0.06049999999999995,0.33733860017618966,-0.86,0.3199999999999999,19.043,-0.0022580475765373647,0.20640909090909093,9.181818181818182,venue_category,POLYMARKET,,,,,CORPORATE_LITIGATION_BINARY,
4.0,4.0,0.0,4.0,3.0,1.0,0.75,-0.6775,-0.169375,0.01874999999999995,0.5340479652303403,-0.955,0.24,3.6775,-0.18422841604350781,0.080625,13.0,venue_category,POLYMARKET,,,,,CPI_INFLATION_RELEASE,
1257.0,710.0,547.0,710.0,570.0,140.0,0.8028169014084507,4.228499999999979,0.005955633802816872,0.165,0.38896746041848707,-0.95,0.35,565.7715000000001,0.007473865332559132,0.7817204225352113,10.163380281690142,venue_category,POLYMARKET,,,,,EARNINGS_EPS,
1.0,0.0,1.0,0.0,0.0,0.0,,0.0,,,,,,,,,,venue_category,POLYMARKET,,,,,FDA_FINAL_PDUFA_DECISION,
43.0,41.0,2.0,41.0,37.0,3.0,0.9024390243902439,-0.9080007777373049,-0.022146360432617192,0.01,0.22774152409853762,-0.915,0.31,38.907999999999994,-0.023337122898563406,0.18358536585365853,12.682926829268293,venue_category,POLYMARKET,,,,,FOMC_DECISION,
24.0,21.0,3.0,21.0,21.0,0.0,1.0,1.1219999999999992,0.053428571428571395,0.027,0.061016449772640376,0.001,0.2315,19.878,0.05644431029278595,0.09533333333333333,12.095238095238095,venue_category,POLYMARKET,,,,,GDP_RELEASE,
7.0,7.0,0.0,7.0,7.0,0.0,1.0,0.4089999999999997,0.058428571428571385,0.01,0.1181398989092411,0.0054999999999999,0.3249999999999999,6.591,0.06205431649218627,0.058428571428571434,14.0,venue_category,POLYMARKET,,,,,MA_PRE_ANNOUNCEMENT_OR_RUMOR,
1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.1949999999999999,0.1949999999999999,0.1949999999999999,,0.1949999999999999,0.1949999999999999,0.805,0.24223602484472034,0.805,3.0,venue_category,POLYMARKET,,,,,MA_REGULATORY_CLEARANCE,
29.0,24.0,5.0,24.0,21.0,3.0,0.875,0.11549999999999944,0.0048124999999999765,0.0949999999999999,0.3211092463599049,-0.9565,0.25,20.8845,0.005530417295123151,0.1298125,13.333333333333334,venue_category,POLYMARKET,,,,,PAYROLLS_JOBS_RELEASE,
1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.235,0.235,0.235,,0.235,0.235,0.765,0.3071895424836601,0.765,13.0,venue_category,POLYMARKET,,,,,PCE_RELEASE,
40.0,30.0,10.0,30.0,27.0,3.0,0.9,0.7244999999999985,0.02414999999999995,0.05374999999999995,0.3042457080421497,-0.86,0.3149999999999999,26.275500000000005,0.027573214591539583,0.12415,12.5,venue_category,POLYMARKET,,,,,UNEMPLOYMENT_RELEASE,
159.0,159.0,0.0,159.0,158.0,1.0,0.9937106918238994,1.8599999999999994,0.011698113207547167,0.01,0.0804434509073662,-0.96,0.0799999999999999,154.55,0.012034940148819147,0.036415094339622645,11.49056603773585,venue_entry_probability_bin,FORECASTEX,,,,,,"(-0.001, 0.1]"
15.0,15.0,0.0,15.0,15.0,0.0,1.0,1.529999999999999,0.10199999999999992,0.0999999999999999,0.012649110640673554,0.0899999999999999,0.14,13.320000000000002,0.11486486486486476,0.12133333333333333,10.933333333333334,venue_entry_probability_bin,FORECASTEX,,,,,,"(0.1, 0.2]"
5.0,5.0,0.0,5.0,5.0,0.0,1.0,1.2,0.24,0.24,0.0,0.24,0.24,3.75,0.32,0.26,6.4,venue_entry_probability_bin,FORECASTEX,,,,,,"(0.2, 0.3]"
3.0,1.0,2.0,1.0,0.0,1.0,0.0,-0.71,-0.71,-0.71,,-0.71,-0.71,0.7,-1.0142857142857142,0.31,11.0,venue_entry_probability_bin,FORECASTEX,,,,,,"(0.3, 0.4]"
1.0,0.0,1.0,0.0,0.0,0.0,,0.0,,,,,,,,,,venue_entry_probability_bin,FORECASTEX,,,,,,"(0.5, 0.6]"
1.0,1.0,0.0,1.0,0.0,1.0,0.0,-0.71,-0.71,-0.71,,-0.71,-0.71,0.7,-1.0142857142857142,0.7,10.0,venue_entry_probability_bin,FORECASTEX,,,,,,"(0.6, 0.7]"
1.0,1.0,0.0,1.0,1.0,0.0,1.0,8.673617379884035e-18,8.673617379884035e-18,8.673617379884035e-18,,8.673617379884035e-18,8.673617379884035e-18,0.99,8.76122967665054e-18,0.99,12.0,venue_entry_probability_bin,FORECASTEX,,,,,,"(0.9, 1.0]"
45.0,45.0,0.0,45.0,43.0,2.0,0.9555555555555556,-0.7195,-0.01598888888888889,0.02,0.2035869394612334,-0.99,0.07,43.71949999999999,-0.01645718729628656,0.02845555555555555,129.51111111111112,venue_entry_probability_bin,KALSHI,,,,,,"(-0.001, 0.1]"
6.0,6.0,0.0,6.0,5.0,1.0,0.8333333333333334,-0.16000000000000025,-0.02666666666666671,0.12249999999999994,0.4116997287668121,-0.865,0.1799999999999999,5.16,-0.031007751937984544,0.14,84.83333333333333,venue_entry_probability_bin,KALSHI,,,,,,"(0.1, 0.2]"
6.0,6.0,0.0,6.0,4.0,2.0,0.6666666666666666,-0.35500000000000004,-0.05916666666666667,0.2425,0.5071431421863719,-0.72,0.295,4.3549999999999995,-0.0815154994259472,0.2741666666666666,79.66666666666667,venue_entry_probability_bin,KALSHI,,,,,,"(0.2, 0.3]"
9.0,5.0,4.0,5.0,3.0,2.0,0.6,-0.33000000000000007,-0.06600000000000002,0.3349999999999999,0.5515591536725684,-0.69,0.3400000000000001,3.33,-0.09909909909909911,0.334,63.4,venue_entry_probability_bin,KALSHI,,,,,,"(0.3, 0.4]"
80.0,0.0,80.0,0.0,0.0,0.0,,0.0,,,,,,,,,,venue_entry_probability_bin,KALSHI,,,,,,"(0.4, 0.5]"
36.0,0.0,36.0,0.0,0.0,0.0,,0.0,,,,,,,,,,venue_entry_probability_bin,KALSHI,,,,,,"(0.5, 0.6]"
14.0,8.0,6.0,8.0,6.0,2.0,0.75,0.5700000000000001,0.07125000000000001,0.3,0.45469573814333725,-0.665,0.3400000000000001,5.43,0.10497237569060776,0.67875,85.0,venue_entry_probability_bin,KALSHI,,,,,,"(0.6, 0.7]"
19.0,19.0,0.0,19.0,16.0,3.0,0.8421052631578947,1.3399999999999996,0.07052631578947366,0.215,0.37424700227717295,-0.8,0.29,14.410000000000002,0.09299097848716166,0.758421052631579,52.0,venue_entry_probability_bin,KALSHI,,,,,,"(0.7, 0.8]"
32.0,32.0,0.0,32.0,24.0,8.0,0.75,-3.5850000000000004,-0.11203125000000001,0.1099999999999999,0.4349506078280613,-0.895,0.195,27.585,-0.1299619358346928,0.86203125,92.15625,venue_entry_probability_bin,KALSHI,,,,,,"(0.8, 0.9]"
108.0,108.0,0.0,108.0,107.0,1.0,0.9907407407407407,2.4244999999999988,0.022449074074074062,0.025,0.1008824368951355,-0.99,0.0949999999999999,104.57549999999998,0.023184206625834917,0.9682916666666664,62.27777777777778,venue_entry_probability_bin,KALSHI,,,,,,"(0.9, 1.0]"
95.0,95.0,0.0,95.0,91.0,3.0,0.9578947368421052,-0.32550077773730757,-0.0034263239761821848,0.016,0.17230636567583074,-0.9565,0.0949999999999999,92.3255,-0.003525578282677132,0.02836315789473684,12.347368421052632,venue_entry_probability_bin,POLYMARKET,,,,,,"(-0.001, 0.1]"
23.0,23.0,0.0,23.0,20.0,3.0,0.8695652173913043,0.5119999999999998,0.022260869565217382,0.145,0.345215475186586,-0.86,0.1999999999999999,19.488,0.026272577996715916,0.15269565217391304,13.304347826086957,venue_entry_probability_bin,POLYMARKET,,,,,,"(0.1, 0.2]"
31.0,31.0,0.0,31.0,23.0,8.0,0.7419354838709677,-0.2670000000000008,-0.008612903225806478,0.24,0.4459725273615969,-0.795,0.295,23.267000000000003,-0.01147548029397863,0.24945161290322582,10.774193548387096,venue_entry_probability_bin,POLYMARKET,,,,,,"(0.2, 0.3]"
43.0,14.0,29.0,14.0,9.0,5.0,0.6428571428571429,-0.41000000000000103,-0.02928571428571436,0.3149999999999999,0.4980263243847856,-0.685,0.345,9.41,-0.043570669500531456,0.32785714285714285,9.571428571428571,venue_entry_probability_bin,POLYMARKET,,,,,,"(0.3, 0.4]"
361.0,0.0,361.0,0.0,0.0,0.0,,0.0,,,,,,,,,,venue_entry_probability_bin,POLYMARKET,,,,,,"(0.4, 0.5]"
128.0,0.0,128.0,0.0,0.0,0.0,,0.0,,,,,,,,,,venue_entry_probability_bin,POLYMARKET,,,,,,"(0.5, 0.6]"
135.0,81.0,54.0,81.0,52.0,29.0,0.6419753086419753,-2.8350000000000035,-0.035000000000000045,0.305,0.4793582950153257,-0.7,0.35,54.835,-0.0517005562140969,0.6769753086419753,10.555555555555555,venue_entry_probability_bin,POLYMARKET,,,,,,"(0.6, 0.7]"
269.0,269.0,0.0,269.0,208.0,61.0,0.7732342007434945,5.184999999999993,0.01927509293680295,0.2299999999999999,0.41815106373319677,-0.8,0.295,202.815,0.02556517022902642,0.7539591078066914,9.79182156133829,venue_entry_probability_bin,POLYMARKET,,,,,,"(0.7, 0.8]"
290.0,290.0,0.0,290.0,252.0,38.0,0.8689655172413793,5.583999999999993,0.01925517241379308,0.145,0.33551562145388925,-0.9,0.1949999999999999,246.416,0.022660866177520913,0.8497103448275862,10.455172413793104,venue_entry_probability_bin,POLYMARKET,,,,,,"(0.8, 0.9]"
60.0,60.0,0.0,60.0,54.0,6.0,0.9,-1.840000000000004,-0.030666666666666734,0.0724999999999999,0.303139290390624,-0.95,0.0959999999999999,55.839999999999996,-0.032951289398280875,0.9306666666666666,10.216666666666667,venue_entry_probability_bin,POLYMARKET,,,,,,"(0.9, 1.0]"
