event_key,acceleration_proxy_1h_vs_6h,cusum_proxy_24h,delta_1h,delta_24h,delta_6h,hourly_realized_scale_24h,large_trade_share_top_decile,log_total_notional,log_trade_count,log_wallet_count,max_hourly_jump_24h,max_run_share,path_roughness_24h,price_last,same_side_transition_share,sign_consistency_1_6_24h,signed_count_imbalance,signed_notional_imbalance,top_wallet_notional_share,total_collateral_notional,trade_count,velocity_6h_per_hour,vol_scaled_delta_6h,wallet_count,wallet_hhi_notional
AAL|2026-07-23,0.010833333333333344,0.04250000000000004,0.0050000000000000044,0.030000000000000027,-0.03500000000000003,0.013248427579653882,0.6961698833344795,5.747097665777236,2.772588722239781,2.302585092994046,0.05500000000000005,0.4,0.16000000000000014,0.89,0.7142857142857143,0.3333333333333333,0.4666666666666667,0.8781356849589287,0.6372484207254759,312.28009599999996,15,-0.005833333333333339,-1.0785197020798838,9,0.4753657764039727
ACM|2025-11-18,0.0341666666666666,0.03645833333333326,0.039999999999999925,0.08499999999999996,0.03499999999999992,0.011224894827520157,0.7013103451416565,8.978664634613445,5.572154032177765,5.2832037287379885,0.040000000000000036,0.16030534351145037,0.10499999999999998,0.955,0.8007662835249042,1.0,0.648854961832061,0.769459611613528,0.12540964238832156,7931.032877999994,262,0.00583333333333332,1.2729464628215035,196,0.05709051853601319
AMAT|2026-05-14,0.0,0.003479166666666589,0.0,0.00649999999999995,0.0,0.0014140601020544228,0.4232372781765292,5.259481642876794,3.332204510175204,2.8903717578961645,0.006999999999999895,0.7777777777777778,0.008499999999999952,0.944,0.9230769230769231,0.3333333333333333,0.8518518518518519,0.9990417058747345,0.31350892232181204,191.381743,27,0.0,0.0,17,0.1890294063983971
AMD|2025-11-04,0.002083333333333326,0.06333333333333335,0.0,-0.012499999999999956,-0.012499999999999956,0.01316757314917554,0.655340065220216,8.665510983724749,5.493061443340548,5.176149732573829,0.039999999999999925,0.15289256198347106,0.1755,0.903,0.8257261410788381,-0.6666666666666666,0.768595041322314,0.8239353523318872,0.13475269390169994,5798.407195999984,242,-0.002083333333333326,-0.387550809324176,176,0.03986043000485851
AMZN|2026-04-29,0.0029166666666666785,0.01670833333333335,0.0030000000000000027,-0.013000000000000012,0.0004999999999999449,0.006411117730595484,0.9488898839049269,10.13511236109359,5.442417710521793,4.948759890378168,0.019000000000000017,0.06521739130434782,0.09200000000000019,0.9355,0.6768558951965066,0.3333333333333333,0.45217391304347826,0.9574772955852038,0.4894978492451486,25211.933124999967,230,8.333333333332416e-05,0.03183908856606652,140,0.35281451644697026
ANF|2026-03-04,-0.0016666666666666683,0.02666666666666669,-0.0050000000000000044,-0.040000000000000036,-0.020000000000000018,0.00786165094338051,0.6962133198144268,7.417594831139278,4.5217885770490405,4.304065093204169,0.025000000000000022,0.4175824175824176,0.1100000000000001,0.73,0.8444444444444444,-1.0,0.7582417582417582,0.888156542624531,0.38850148235600285,1664.024023999998,91,-0.003333333333333336,-1.0385815737789972,73,0.17288549971444933
APLD|2025-10-09,-0.00833333333333334,0.04083333333333336,-0.010000000000000009,-0.020000000000000018,-0.010000000000000009,0.014117561955081192,0.6698003975236096,7.544685160538139,4.382026634673881,4.189654742026425,0.03500000000000003,0.17721518987341772,0.2300000000000002,0.88,0.7692307692307693,-1.0,0.620253164556962,0.7511720828571398,0.24268440210954456,1889.6673869999986,79,-0.001666666666666668,-0.28917761562712796,65,0.12330348053590685
ASO|2026-03-17,0.022583333333333382,0.10374999999999995,-0.0004999999999999449,-0.139,-0.13849999999999996,0.0412681567784277,0.5422077314307204,6.910815936388086,4.61512051684126,4.204692619390966,0.1855,0.1,0.3429999999999995,0.626,0.6161616161616161,-1.0,0.42,0.48878641293718567,0.15501243069631107,1002.0653460000002,100,-0.023083333333333327,-1.370121484534092,66,0.05783906145146814
AVGO|2025-06-05,0.02083333333333337,0.15000000000000002,0.030000000000000027,,0.05499999999999994,0.03417036195833513,0.530821898488331,7.4605795768693275,3.6888794541139363,3.367295829986474,0.16000000000000003,0.3076923076923077,0.32499999999999984,0.845,0.7631578947368421,,0.7435897435897436,0.9224073916344928,0.3385535233363957,1737.1551599999993,39,0.009166666666666656,0.6571091053378599,28,0.17362300563690866
AXP|2025-10-17,-0.025000000000000022,0.12333333333333331,-0.030000000000000027,0.16000000000000003,-0.030000000000000027,0.03154582205124616,0.7269464230042543,8.768781352451136,5.099866427824199,4.867534450455582,0.10499999999999998,0.15950920245398773,0.47999999999999987,0.855,0.7777777777777778,-0.3333333333333333,0.7177914110429447,0.9317684570802135,0.3110743360066164,6429.331379999991,163,-0.0050000000000000044,-0.38824313070744937,129,0.13577858351503672
AXP|2026-04-23,-0.0016666666666666679,0.04333333333333334,0.0050000000000000044,0.07999999999999996,0.040000000000000036,0.013043729868748783,0.8653235506050441,7.543546460889422,4.127134385045092,4.007333185232471,0.040000000000000036,0.29508196721311475,0.17000000000000004,0.885,0.7666666666666667,1.0,0.7704918032786885,0.9821262414817199,0.4680111510171221,1887.515709999999,61,0.006666666666666672,1.2519372742975228,54,0.2866594170674339
BAC|2026-07-14,0.0,0,0.0,0.0,0.0,0.0,0.461190350249356,6.67480343196479,3.258096538021482,2.995732273553991,0.0,0.52,0.0,0.925,0.75,0.0,0.52,0.5629089742785846,0.37929753913412745,791.1917189999999,25,0.0,,19,0.22512313394603556
BA|2025-10-29,0.04833333333333334,0.08374999999999998,0.065,0.065,0.09999999999999998,0.01914740880351409,0.5982414860038145,8.556151950454844,5.298317366548036,4.890349128221754,0.065,0.10050251256281408,0.23500000000000004,0.44,0.7171717171717171,1.0,0.6180904522613065,0.8353764927066099,0.17778429297647647,5197.638016999999,199,0.016666666666666663,2.1321333588957367,132,0.07505246427409305
BBWI|2025-11-20,0.004166666666666688,0.1033333333333333,0.015000000000000013,0.020000000000000018,0.06499999999999995,0.030979383825735167,0.6228145508232165,8.226385542903369,4.948759890378168,4.51085950651685,0.11499999999999999,0.16428571428571428,0.41999999999999993,0.85,0.7266187050359713,1.0,0.6,0.6643340709176656,0.40896073855602955,3737.297388,140,0.010833333333333325,0.8565741342507592,90,0.19779256647148336
BLK|2025-10-14,-0.0025000000000000022,0.030833333333333254,0.0,0.050000000000000044,0.015000000000000013,0.009232716585900119,0.7630624047498819,8.91870199713747,5.3612921657094255,5.117993812416755,0.02499999999999991,0.1650943396226415,0.1499999999999997,0.935,0.8199052132701422,0.6666666666666666,0.7452830188679245,0.9172949462016661,0.1338798063198486,7469.386350999994,212,0.0025000000000000022,0.6632635476225803,166,0.05637875780789536
