available_price_outcome_records,average_loss,average_win,buy_no,buy_yes,cost_bps,gross_loss_abs,gross_profit,hit_rate,hit_rate_wilson95,largest_gain,largest_loss,losses,max_consecutive_losses,max_consecutive_wins,max_drawdown_equal_contract_cumulative_pnl,mean_pnl_bootstrap95,mean_pnl_per_contract,mean_return_on_stake,median_pnl_per_contract,median_return_on_stake,n,p05_pnl,p05_return_on_stake,p25_pnl,p50_pnl,p75_pnl,p95_pnl,p95_return_on_stake,payoff_ratio_abs_avg_win_over_loss,profit_factor,scope,std_pnl_per_contract,threshold_no,threshold_yes,top3_losses_share_of_gross_loss,top3_losses_sum,total_pnl_per_1_contract_each,wins,zeros
277,-0.617472,0.3155421052631579,151,13,50,30.8736,35.97179999999999,0.6951219512195121,"[0.6208677408665749, 0.7604444834770631]",0.4372,-0.85425,50,5,13,-5.451600000000001,"[None, None]",0.031086585365853656,0.04199934595692129,0.27137500000000003,0.37437595129375956,164,-0.6432,-1.0050000000000001,-0.5728500000000001,0.27137500000000003,0.38695,0.42715000000000003,0.7493859649122807,0.5110225326219778,1.165131374378109,FORECASTEX_EVENT_REPRESENTATIVES,0.441466240426039,0.44999999999999996,0.55,0.07584635416666667,-2.34165,5.0981999999999985,114,0
277,-0.6444827586206897,0.2817647058823529,104,10,0,18.689999999999998,23.950000000000006,0.7456140350877193,"[0.6585681933372213, 0.8166465618128215]",0.4,-0.85,29,3,13,-3.6599999999999997,"[None, None]",0.04614035087719299,0.06144456911508681,0.26,0.35135135135135137,114,-0.6634999999999999,-1.0,-0.44249999999999995,0.26,0.36749999999999994,0.39,0.639344262295082,0.4371951027602051,1.2814339218833606,FORECASTEX_EVENT_REPRESENTATIVES,0.41582407880275235,0.4,0.6,0.12466559657570896,-2.33,5.26,85,0
277,-0.6451272413793103,0.2810464705882353,104,10,10,18.708689999999997,23.888949999999994,0.7456140350877193,"[0.6585681933372213, 0.8166465618128215]",0.39940000000000003,-0.85085,29,3,13,-3.674659999999998,"[None, None]",0.04544087719298246,0.060444569115086805,0.25926,0.35035135135135137,114,-0.6641634999999999,-1.0010000000000001,-0.4431925,0.25926,0.3668675,0.38939,0.638344262295082,0.4356450209533016,1.2768905786562286,FORECASTEX_EVENT_REPRESENTATIVES,0.4158174183493752,0.4,0.6,0.12466559657570894,-2.33233,5.180260000000001,85,0
277,-0.6460939655172414,0.27996911764705884,104,10,25,18.736725000000003,23.797375000000002,0.7456140350877193,"[0.6585681933372213, 0.8166465618128215]",0.3985,-0.852125,29,3,13,-3.6966499999999987,"[None, None]",0.044391666666666676,0.0589445691150868,0.25815,0.34885135135135137,114,-0.6651587499999999,-1.0025,-0.44423124999999997,0.25815,0.36591875,0.388475,0.636844262295082,0.43332569655394454,1.2700925588650096,FORECASTEX_EVENT_REPRESENTATIVES,0.41580747803545415,0.4,0.6,0.1246655965757089,-2.335825,5.06065,85,0
277,-0.647705172413793,0.2781735294117647,104,10,50,18.783450000000002,23.644749999999988,0.7456140350877193,"[0.6585681933372213, 0.8166465618128215]",0.397,-0.85425,29,3,13,-3.7332999999999985,"[None, None]",0.042642982456140364,0.05644456911508682,0.25630000000000003,0.34635135135135137,114,-0.6668174999999998,-1.005,-0.4459625,0.25630000000000003,0.36433750000000004,0.38695,0.634344262295082,0.42947554112482944,1.2588076205382923,FORECASTEX_EVENT_REPRESENTATIVES,0.4157910451659917,0.4,0.6,0.12466559657570893,-2.34165,4.8613000000000035,85,0
277,-0.71375,0.22094339622641512,56,5,0,5.71,11.709999999999999,0.8688524590163934,"[0.7619811980700654, 0.932019227250999]",0.35,-0.85,8,3,16,-2.1100000000000003,"[None, None]",0.09836065573770492,0.13381197040312853,0.22,0.28205128205128205,61,-0.7,-1.0,0.09,0.22,0.3,0.35,0.5384615384615384,0.30955291940653606,2.050788091068301,FORECASTEX_EVENT_REPRESENTATIVES,0.33019706151877787,0.35,0.65,0.4080560420315237,-2.33,6.0,53,0
277,-0.71446375,0.22016433962264154,56,5,10,5.71571,11.66871,0.8688524590163934,"[0.7619811980700654, 0.932019227250999]",0.34935,-0.85085,8,3,16,-2.11211,"[None, None]",0.09759016393442624,0.13281197040312853,0.21922,0.28105128205128205,61,-0.7007,-1.0010000000000001,0.08909,0.21922,0.2993,0.34935,0.5374615384615384,0.308153268269582,2.0415154022859805,FORECASTEX_EVENT_REPRESENTATIVES,0.3302047197858104,0.35,0.65,0.4080560420315236,-2.33233,5.952999999999999,53,0
277,-0.715534375,0.21899575471698116,56,5,25,5.7242750000000004,11.606774999999999,0.8688524590163934,"[0.7619811980700654, 0.932019227250999]",0.348375,-0.852125,8,3,16,-2.115275,"[None, None]",0.09643442622950821,0.13131197040312853,0.21805,0.27955128205128205,61,-0.70175,-1.0025,0.087725,0.21805,0.29825,0.348375,0.5359615384615384,0.30605902716690747,2.0276410549807613,FORECASTEX_EVENT_REPRESENTATIVES,0.33021626343747096,0.35,0.65,0.40805604203152357,-2.335825,5.8824999999999985,53,0
277,-0.71731875,0.2170481132075472,56,5,50,5.73855,11.503550000000002,0.8688524590163934,"[0.7619811980700654, 0.932019227250999]",0.34675,-0.85425,8,3,16,-2.1205499999999997,"[None, None]",0.09450819672131149,0.12881197040312853,0.21610000000000001,0.27705128205128204,61,-0.7034999999999999,-1.005,0.08545,0.21610000000000001,0.2965,0.34675,0.5334615384615384,0.3025825174757347,2.0046091782767426,FORECASTEX_EVENT_REPRESENTATIVES,0.3302356528423659,0.35,0.65,0.4080560420315236,-2.34165,5.765000000000001,53,0
277,-0.746,0.18051282051282053,40,4,0,3.7300000000000004,7.040000000000001,0.8863636363636364,"[0.7602084758339172, 0.950472193989075]",0.3,-0.85,5,2,13,-2.0900000000000007,"[None, None]",0.07522727272727273,0.09420966445876716,0.165,0.19764773379231212,44,-0.734,-1.0,0.07,0.165,0.26,0.3,0.4285714285714286,0.2419742902316629,1.8873994638069704,FORECASTEX_EVENT_REPRESENTATIVES,0.3061601529529902,0.30000000000000004,0.7,0.6246648793565683,-2.33,3.3099999999999996,39,0
277,-0.746746,0.17969333333333334,40,4,10,3.7337299999999995,7.0080399999999985,0.8863636363636364,"[0.7602084758339172, 0.950472193989075]",0.2993,-0.85085,5,2,13,-2.0970899999999992,"[None, None]",0.07441613636363636,0.09320966445876716,0.164165,0.1966477337923121,44,-0.7347339999999999,-1.0010000000000001,0.06907,0.164165,0.25926,0.2993,0.4275714285714286,0.24063514680136663,1.8769541450506597,FORECASTEX_EVENT_REPRESENTATIVES,0.30616151388988305,0.30000000000000004,0.7,0.6246648793565683,-2.33233,3.2743100000000007,39,0
277,-0.747865,0.17846410256410256,40,4,25,3.739325,6.9601,0.8863636363636364,"[0.7602084758339172, 0.950472193989075]",0.29825,-0.852125,5,2,13,-2.1077250000000003,"[None, None]",0.07319943181818182,0.09170966445876716,0.16291250000000002,0.19514773379231212,44,-0.735835,-1.0025,0.06767500000000001,0.16291250000000002,0.25815,0.29825,0.42607142857142855,0.2386314409206241,1.8613252391808681,FORECASTEX_EVENT_REPRESENTATIVES,0.3061636031419831,0.30000000000000004,0.7,0.6246648793565683,-2.335825,3.220775,39,0
277,-0.7497299999999999,0.1764153846153846,40,4,50,3.74865,6.880199999999999,0.8863636363636364,"[0.7602084758339172, 0.950472193989075]",0.2965,-0.85425,5,2,13,-2.12545,"[None, None]",0.07117159090909092,0.08920966445876716,0.160825,0.19264773379231215,44,-0.73767,-1.005,0.06535,0.160825,0.25630000000000003,0.2965,0.4235714285714286,0.2353052227006851,1.8353807370653434,FORECASTEX_EVENT_REPRESENTATIVES,0.3061672128172564,0.30000000000000004,0.7,0.6246648793565683,-2.34165,3.1315500000000007,39,0
277,-0.85,0.13115384615384615,24,3,0,0.85,3.4099999999999997,0.9629629629629629,"[0.8171653406642414, 0.9934318540192149]",0.25,-0.85,1,1,17,-0.8500000000000001,"[None, None]",0.09481481481481481,0.11479924470719424,0.11,0.12359550561797752,27,0.033,0.03414948453608248,0.07,0.11,0.18,0.237,0.310663021189337,0.15429864253393666,4.011764705882353,FORECASTEX_EVENT_REPRESENTATIVES,0.19609843277312752,0.25,0.75,1.0,-0.85,2.5599999999999996,26,0
277,-0.85085,0.130285,24,3,10,0.85085,3.38741,0.9629629629629629,"[0.8171653406642414, 0.9934318540192149]",0.24925,-0.85085,1,1,17,-0.8508499999999999,"[None, None]",0.09394666666666668,0.11379924470719424,0.10911,0.12259550561797752,27,0.032033,0.03314948453608248,0.06907,0.10911,0.17918,0.23623699999999997,0.309663021189337,0.1531233472409943,3.981207028265852,FORECASTEX_EVENT_REPRESENTATIVES,0.19611609413247497,0.25,0.75,1.0,-0.85085,2.5365600000000006,26,0
277,-0.852125,0.12898173076923075,24,3,25,0.852125,3.3535250000000003,0.9629629629629629,"[0.8171653406642414, 0.9934318540192149]",0.248125,-0.852125,1,1,17,-0.852125,"[None, None]",0.09264444444444443,0.11229924470719424,0.107775,0.12109550561797752,27,0.0305825,0.031649484536082476,0.06767500000000001,0.107775,0.17795,0.23509249999999998,0.30816302118933697,0.1513648006680132,3.9354848173683443,FORECASTEX_EVENT_REPRESENTATIVES,0.19614262270439342,0.25,0.75,1.0,-0.852125,2.5014000000000003,26,0
277,-0.85425,0.12680961538461538,24,3,50,0.85425,3.2970500000000005,0.9629629629629629,"[0.8171653406642414, 0.9934318540192149]",0.24625,-0.85425,1,1,17,-0.85425,"[None, None]",0.09047407407407408,0.10979924470719425,0.10555,0.11859550561797753,27,0.028165000000000003,0.029149484536082473,0.06535,0.10555,0.1759,0.23318499999999998,0.30566302118933697,0.14844555503027848,3.859584430787241,FORECASTEX_EVENT_REPRESENTATIVES,0.19618693436805432,0.25,0.75,1.0,-0.85425,2.4428000000000005,26,0
326,-0.6311896551724139,0.25882467532467535,191,21,0,36.60900000000001,39.859,0.7264150943396226,"[0.6627761852107982, 0.781994715266436]",0.44,-0.959,58,5,15,-7.103,"[None, None]",0.01533018867924528,0.021906067011182178,0.155,0.1834733893557423,212,-0.6644999999999999,-1.0,-0.56,0.155,0.37249999999999994,0.43,0.7543859649122806,0.41005848749846124,1.0887759840476383,COMBINED_UNIQUE_VENUE_OPPORTUNITIES,0.42081267337115186,0.44999999999999996,0.55,0.07341090988554726,-2.6875,3.2499999999999956,154,0
326,-0.6318208448275862,0.25808349999999997,191,21,10,36.645609000000015,39.744859000000005,0.7264150943396226,"[0.6627761852107982, 0.781994715266436]",0.43944,-0.959959,58,5,15,-7.141103000000002,"[None, None]",0.014619103773584899,0.02090606701118217,0.154155,0.1824733893557423,212,-0.6651644999999999,-1.0010000000000001,-0.5605600000000001,0.154155,0.3718725,0.42943,0.7533859649122806,0.4084757603564454,1.0845735706015962,COMBINED_UNIQUE_VENUE_OPPORTUNITIES,0.4208131872984852,0.44999999999999996,0.55,0.07341090988554724,-2.6901875,3.099249999999996,154,0
326,-0.6016886885245901,0.2620936092715232,191,21,25,36.70301000000001,39.576134999999994,0.7122641509433962,"[0.6479737102592324, 0.7689990089381746]",0.4386,-0.9613975,61,7,15,-7.198257499999999,"[None, None]",0.013552476415094336,0.019406067011182172,0.1528875,0.1809733893557423,212,-0.6661612499999999,-1.0025,-0.5614,0.1528875,0.37093125,0.428575,0.7518859649122805,0.4355967035282097,1.0782803644714691,COMBINED_UNIQUE_VENUE_OPPORTUNITIES,0.4208140564949672,0.44999999999999996,0.55,0.07340593455414145,-2.69421875,2.873125,151,0
326,-0.5494691417910448,0.27110815517241377,191,21,50,36.8144325,39.310682499999984,0.6839622641509434,"[0.6185769064738688, 0.742799450163884]",0.4372,-0.963795,67,7,11,-7.293514999999999,"[None, None]",0.011774764150943392,0.016906067011182167,0.150775,0.1784733893557423,212,-0.6678224999999999,-1.0050000000000001,-0.5628000000000001,0.150775,0.36936250000000004,0.42715,0.7493859649122806,0.49340014671017196,1.067806287656342,COMBINED_UNIQUE_VENUE_OPPORTUNITIES,0.42081576730185627,0.44999999999999996,0.55,0.0733662674278627,-2.7009375,2.496249999999999,145,0
326,-0.6712499999999999,0.2180524193548387,141,17,0,22.822499999999998,27.038500000000003,0.7848101265822784,"[0.7143764920878044, 0.841723290105286]",0.4,-0.959,34,3,14,-4.218500000000001,"[None, None]",0.02668354430379747,0.03952228802002795,0.12,0.1365103964871497,158,-0.7,-1.0,0.0025,0.12,0.3475,0.39,0.639344262295082,0.3248453174746201,1.1847299813780263,COMBINED_UNIQUE_VENUE_OPPORTUNITIES,0.39035106462421837,0.4,0.6,0.11775659984664258,-2.6875,4.216,124,0
326,-0.6719212499999999,0.21727047177419354,141,17,10,22.8453225,26.941538499999993,0.7848101265822784,"[0.7143764920878044, 0.841723290105286]",0.39940000000000003,-0.959959,34,3,14,-4.251718500000001,"[None, None]",0.025925417721518986,0.03852228802002794,0.11912,0.1355103964871497,158,-0.7007,-1.0010000000000001,0.0015025,0.11912,0.3468475,0.38939,0.638344262295082,0.32335704782992586,1.1793021744385526,COMBINED_UNIQUE_VENUE_OPPORTUNITIES,0.39035669070626305,0.4,0.6,0.11775659984664255,-2.6901875,4.096215999999996,124,0
326,-0.6184336148648649,0.22147589876033058,141,17,25,22.88204375000001,26.79858375,0.7658227848101266,"[0.6939649902093091, 0.8250614731709088]",0.3985,-0.9613975,37,4,14,-4.301546249999999,"[None, None]",0.02478822784810127,0.03702228802002794,0.11779999999999999,0.13401039648714969,158,-0.70175,-1.0025,6.250000000000179e-06,0.11779999999999999,0.34586875000000006,0.388475,0.6368442622950821,0.35812396583378747,1.171162158537521,COMBINED_UNIQUE_VENUE_OPPORTUNITIES,0.39036522997128514,0.4,0.6,0.11774379856257372,-2.69421875,3.916539999999999,121,0
