exact_group_id,ticker,event_date,pit_timestamp,safe_cutoff_utc,pit_probability,m2_probability,market_id,event_key,token_id,source_file,join_key,signal_map_version
W4CE1-a868855c54f4a36b00b3,CASY,2026-03-09,2026-03-06T20:59:24Z,2026-03-06T21:00:00Z,0.925,0.925,1421510,CASY|2026-03-09,39152581967389807802071911075843491396834801993584296508515595626119818128041,data/ic04_yes_probability_trajectory.csv.gz,ticker+event_date/company_event_date;latest_yes_price_at_or_before_safe_cutoff,W4C-R1-EXPANDED-SIGNAL-MAP-v2.0
W4CE1-a995c4aeab7d33b3a119,IVZ,2026-04-28,2026-04-27T19:59:05Z,2026-04-27T20:00:00Z,0.785,0.785,1986795,IVZ|2026-04-28,62009445229364343791485315022015239551317248030149842486426557133186633790693,data/ic04_yes_probability_trajectory.csv.gz,ticker+event_date/company_event_date;latest_yes_price_at_or_before_safe_cutoff,W4C-R1-EXPANDED-SIGNAL-MAP-v2.0
W4CE1-abd03406f55f8edb222a,DOCU,2026-06-04,2026-06-03T19:59:04Z,2026-06-03T20:00:00Z,0.945,0.945,2335601,DOCU|2026-06-04,47625346881159736704696741182321232641540239578698275342530487589674207993313,data/ic04_yes_probability_trajectory.csv.gz,ticker+event_date/company_event_date;latest_yes_price_at_or_before_safe_cutoff,W4C-R1-EXPANDED-SIGNAL-MAP-v2.0
W4CE1-abe921f69dde328a2e27,SHAK,2026-02-26,2026-02-25T20:59:18Z,2026-02-25T21:00:00Z,0.62,0.62,1369670,SHAK|2026-02-26,54284701332009992270639212394255529603030740423683993353023588019606702156686,data/ic04_yes_probability_trajectory.csv.gz,ticker+event_date/company_event_date;latest_yes_price_at_or_before_safe_cutoff,W4C-R1-EXPANDED-SIGNAL-MAP-v2.0
W4CE1-ac341ecdd61edb4a8746,MET,2025-11-05,2025-11-04T20:59:06Z,2025-11-04T21:00:00Z,0.265,0.265,655443,MET|2025-11-05,22972752877938687127478969229054585067304899414186569832774492440197500144957,data/ic04_yes_probability_trajectory.csv.gz,ticker+event_date/company_event_date;latest_yes_price_at_or_before_safe_cutoff,W4C-R1-EXPANDED-SIGNAL-MAP-v2.0
W4CE1-affab06d65d4268b873b,WMB,2026-05-04,2026-05-01T19:34:19Z,2026-05-01T20:00:00Z,0.65,0.65,2039917,WMB|2026-05-04,72637166339608245446844028961025078899327403474122089010424422090382235401111,data/ic04_yes_probability_trajectory.csv.gz,ticker+event_date/company_event_date;latest_yes_price_at_or_before_safe_cutoff,W4C-R1-EXPANDED-SIGNAL-MAP-v2.0
W4CE1-b3ba757012e07b9fe635,COST,2026-03-05,2026-03-04T20:59:24Z,2026-03-04T21:00:00Z,0.935,0.935,1403853,COST|2026-03-05,33741711422086362494085472195864752713490503357678001281594708578925615071563,data/ic04_yes_probability_trajectory.csv.gz,ticker+event_date/company_event_date;latest_yes_price_at_or_before_safe_cutoff,W4C-R1-EXPANDED-SIGNAL-MAP-v2.0
W4CE1-b5fea07d038f485ea00e,RDDT,2026-02-05,2026-02-04T20:59:12Z,2026-02-04T21:00:00Z,0.925,0.925,1268878,RDDT|2026-02-05,36463739875470812804030617408439043523719848571892458532595028956716736458032,data/ic04_yes_probability_trajectory.csv.gz,ticker+event_date/company_event_date;latest_yes_price_at_or_before_safe_cutoff,W4C-R1-EXPANDED-SIGNAL-MAP-v2.0
W4CE1-bb45a088e2c567519576,CMG,2026-02-03,2026-02-02T20:59:16Z,2026-02-02T21:00:00Z,0.565,0.565,1230454,CMG|2026-02-03,114998709916619094391929998433987044016961351442809471990601062396171492599078,data/ic04_yes_probability_trajectory.csv.gz,ticker+event_date/company_event_date;latest_yes_price_at_or_before_safe_cutoff,W4C-R1-EXPANDED-SIGNAL-MAP-v2.0
W4CE1-bd9651d477fb2fdd9eb6,CBRE,2026-04-23,2026-04-22T19:59:05Z,2026-04-22T20:00:00Z,0.91,0.91,1937070,CBRE|2026-04-23,85387314011271868621520053897203355123167072894114370261277204847495755847019,data/ic04_yes_probability_trajectory.csv.gz,ticker+event_date/company_event_date;latest_yes_price_at_or_before_safe_cutoff,W4C-R1-EXPANDED-SIGNAL-MAP-v2.0
W4CE1-be1b3b7d9760925b8866,TDOC,2025-10-29,2025-10-28T19:59:07Z,2025-10-28T20:00:00Z,0.535,0.535,642124,TDOC|2025-10-29,85406673158121867031404699279013986198814335904812629295524200238816815007844,data/ic04_yes_probability_trajectory.csv.gz,ticker+event_date/company_event_date;latest_yes_price_at_or_before_safe_cutoff,W4C-R1-EXPANDED-SIGNAL-MAP-v2.0
W4CE1-c209bcb0d22bea33416d,AXP,2025-10-17,2025-10-16T19:59:04Z,2025-10-16T20:00:00Z,0.855,0.855,627451,AXP|2025-10-17,68423193747771748632243602858250996130915752965090783266405358056563157845337,data/ic04_yes_probability_trajectory.csv.gz,ticker+event_date/company_event_date;latest_yes_price_at_or_before_safe_cutoff,W4C-R1-EXPANDED-SIGNAL-MAP-v2.0
W4CE1-c30d31a9c5570f1111ff,HESM,2026-05-04,2026-05-01T19:34:20Z,2026-05-01T20:00:00Z,0.875,0.875,2039918,HESM|2026-05-04,114578347379891682991958766254552061843955265201112783679262242115872720220583,data/ic04_yes_probability_trajectory.csv.gz,ticker+event_date/company_event_date;latest_yes_price_at_or_before_safe_cutoff,W4C-R1-EXPANDED-SIGNAL-MAP-v2.0
W4CE1-c3100a07316f47562634,EFX,2026-02-04,2026-02-03T20:59:13Z,2026-02-03T21:00:00Z,0.85,0.85,1254013,EFX|2026-02-04,100819029330856280491496666676290939755329535137699572563620107952410237570827,data/ic04_yes_probability_trajectory.csv.gz,ticker+event_date/company_event_date;latest_yes_price_at_or_before_safe_cutoff,W4C-R1-EXPANDED-SIGNAL-MAP-v2.0
W4CE1-c33f49eb4b75be756741,EA,2026-05-05,2026-05-04T19:59:04Z,2026-05-04T20:00:00Z,0.695,0.695,2048148,EA|2026-05-05,75950985676217288761113214086122302758780857221528439117069535410024188906774,data/ic04_yes_probability_trajectory.csv.gz,ticker+event_date/company_event_date;latest_yes_price_at_or_before_safe_cutoff,W4C-R1-EXPANDED-SIGNAL-MAP-v2.0
W4CE1-c496bc89ab7c43f13cd3,POWL,2025-11-18,2025-11-17T20:59:06Z,2025-11-17T21:00:00Z,0.905,0.905,675497,POWL|2025-11-18,37731594738555895783352819237861489474438191373773738173365431544762778823915,data/ic04_yes_probability_trajectory.csv.gz,ticker+event_date/company_event_date;latest_yes_price_at_or_before_safe_cutoff,W4C-R1-EXPANDED-SIGNAL-MAP-v2.0
W4CE1-c7c34818c20a18c013a8,DKNG,2026-05-07,2026-05-06T19:59:05Z,2026-05-06T20:00:00Z,0.33,0.33,2062054,DKNG|2026-05-07,78240992585631584474682626807812917477959073846750608831046774656781128223711,data/ic04_yes_probability_trajectory.csv.gz,ticker+event_date/company_event_date;latest_yes_price_at_or_before_safe_cutoff,W4C-R1-EXPANDED-SIGNAL-MAP-v2.0
W4CE1-c8a1f86876c2814a14b6,HOG,2026-02-10,2026-02-09T20:59:12Z,2026-02-09T21:00:00Z,0.615,0.615,1238101,HOG|2026-02-10,84974702553546267467440918107326541264876204370668712628848780303331173801270,data/ic04_yes_probability_trajectory.csv.gz,ticker+event_date/company_event_date;latest_yes_price_at_or_before_safe_cutoff,W4C-R1-EXPANDED-SIGNAL-MAP-v2.0
W4CE1-ca5841aafbdc870496f1,EBAY,2026-04-29,2026-04-28T19:59:04Z,2026-04-28T20:00:00Z,0.9015,0.9015,2003538,EBAY|2026-04-29,11387261748248345087349134344607273226685082566285970991636273305397470757786,data/ic04_yes_probability_trajectory.csv.gz,ticker+event_date/company_event_date;latest_yes_price_at_or_before_safe_cutoff,W4C-R1-EXPANDED-SIGNAL-MAP-v2.0
W4CE1-cae69f3d657924d0a0d6,ACM,2025-11-18,2025-11-17T20:59:05Z,2025-11-17T21:00:00Z,0.955,0.955,675008,ACM|2025-11-18,52324227131601851967051390212855362408152965365660453531390009843361257885212,data/ic04_yes_probability_trajectory.csv.gz,ticker+event_date/company_event_date;latest_yes_price_at_or_before_safe_cutoff,W4C-R1-EXPANDED-SIGNAL-MAP-v2.0
W4CE1-cb37e65d595776e7cbbb,TGT,2025-11-19,2025-11-18T20:59:06Z,2025-11-18T21:00:00Z,0.505,0.505,675507,TGT|2025-11-19,91849722089391136982626580515817755208851433006744703278857559238554305092277,data/ic04_yes_probability_trajectory.csv.gz,ticker+event_date/company_event_date;latest_yes_price_at_or_before_safe_cutoff,W4C-R1-EXPANDED-SIGNAL-MAP-v2.0
W4CE1-d02a061caba920525ee0,WMT,2026-02-19,2026-02-18T20:59:17Z,2026-02-18T21:00:00Z,0.84,0.84,1339788,WMT|2026-02-19,80173044763778487284383503949086670711732355424603979141969325730020959009750,data/ic04_yes_probability_trajectory.csv.gz,ticker+event_date/company_event_date;latest_yes_price_at_or_before_safe_cutoff,W4C-R1-EXPANDED-SIGNAL-MAP-v2.0
W4CE1-d14e478474961fe9b6ba,SONO,2025-11-05,2025-11-04T20:59:04Z,2025-11-04T21:00:00Z,0.725,0.725,656785,SONO|2025-11-05,70080710156303920441804034468679803589580181155278677664194103327329484686111,data/ic04_yes_probability_trajectory.csv.gz,ticker+event_date/company_event_date;latest_yes_price_at_or_before_safe_cutoff,W4C-R1-EXPANDED-SIGNAL-MAP-v2.0
W4CE1-d3cf141ee10a3e8bdffb,MRNA,2025-11-06,2025-11-05T20:59:05Z,2025-11-05T21:00:00Z,0.61,0.61,657079,MRNA|2025-11-06,63079987050050223624136443927982515649440098882747684843704669258650892012081,data/ic04_yes_probability_trajectory.csv.gz,ticker+event_date/company_event_date;latest_yes_price_at_or_before_safe_cutoff,W4C-R1-EXPANDED-SIGNAL-MAP-v2.0
W4CE1-d5132f36bde3e25fccf7,HUM,2026-04-29,2026-04-28T19:59:04Z,2026-04-28T20:00:00Z,0.75,0.75,2003539,HUM|2026-04-29,91323435091555496842921687259702343947803098116550355192860238167481360093800,data/ic04_yes_probability_trajectory.csv.gz,ticker+event_date/company_event_date;latest_yes_price_at_or_before_safe_cutoff,W4C-R1-EXPANDED-SIGNAL-MAP-v2.0
W4CE1-d8228741d4b7822ea506,UAA,2025-11-06,2025-11-05T20:59:06Z,2025-11-05T21:00:00Z,0.61,0.61,658487,UAA|2025-11-06,113518763424261404758232463657243664761812930152548858162554528349454698707555,data/ic04_yes_probability_trajectory.csv.gz,ticker+event_date/company_event_date;latest_yes_price_at_or_before_safe_cutoff,W4C-R1-EXPANDED-SIGNAL-MAP-v2.0
W4CE1-dbfa5c1a4d4b5dca4a22,GIS,2026-03-18,2026-03-17T19:59:26Z,2026-03-17T20:00:00Z,0.16,0.16,1499778,GIS|2026-03-18,70360688417475040013853410868388481002216187232991815617863099444423177085113,data/ic04_yes_probability_trajectory.csv.gz,ticker+event_date/company_event_date;latest_yes_price_at_or_before_safe_cutoff,W4C-R1-EXPANDED-SIGNAL-MAP-v2.0
W4CE1-dc9206d3fb5d6e2d80ef,UBER,2026-05-06,2026-05-05T19:59:05Z,2026-05-05T20:00:00Z,0.125,0.125,2062032,UBER|2026-05-06,69159601559809080191852788735175298055388478433258814576093354322706040135578,data/ic04_yes_probability_trajectory.csv.gz,ticker+event_date/company_event_date;latest_yes_price_at_or_before_safe_cutoff,W4C-R1-EXPANDED-SIGNAL-MAP-v2.0
W4CE1-de93c2f6581ed9d18dda,CRCL,2026-05-11,2026-05-08T19:59:05Z,2026-05-08T20:00:00Z,0.585,0.585,2110078,CRCL|2026-05-11,96120978057030622063598214332848196653944851663304488391480949108663690508582,data/ic04_yes_probability_trajectory.csv.gz,ticker+event_date/company_event_date;latest_yes_price_at_or_before_safe_cutoff,W4C-R1-EXPANDED-SIGNAL-MAP-v2.0
W4CE1-e36d0a61dfec9b0e7e90,UNFI,2026-03-10,2026-03-09T19:59:30Z,2026-03-09T20:00:00Z,0.945,0.945,1421646,UNFI|2026-03-10,73625708557221634665136544010302728532836524304618739776025025740259577589272,data/ic04_yes_probability_trajectory.csv.gz,ticker+event_date/company_event_date;latest_yes_price_at_or_before_safe_cutoff,W4C-R1-EXPANDED-SIGNAL-MAP-v2.0
W4CE1-e5961ad8bd82178c1bb7,ETOR,2026-05-12,2026-05-11T19:59:06Z,2026-05-11T20:00:00Z,0.845,0.845,2110080,ETOR|2026-05-12,56610906896329088439754567242478875081369259214718120648293969879149723699791,data/ic04_yes_probability_trajectory.csv.gz,ticker+event_date/company_event_date;latest_yes_price_at_or_before_safe_cutoff,W4C-R1-EXPANDED-SIGNAL-MAP-v2.0
W4CE1-e7eb1a060366203d201d,PEP,2026-07-09,2026-07-08T19:59:05Z,2026-07-08T20:00:00Z,0.915,0.915,2700674,PEP|2026-07-09,68940047003700380463583798218732634132827414429814111606942905423339311109927,data/ic04_yes_probability_trajectory.csv.gz,ticker+event_date/company_event_date;latest_yes_price_at_or_before_safe_cutoff,W4C-R1-EXPANDED-SIGNAL-MAP-v2.0
W4CE1-ef3fd37979447dfabf74,NVDA,2025-11-19,2025-11-18T20:59:08Z,2025-11-18T21:00:00Z,0.925,0.925,675504,NVDA|2025-11-19,35741847190338739296857709954188264640914505913807385160513967866081950054520,data/ic04_yes_probability_trajectory.csv.gz,ticker+event_date/company_event_date;latest_yes_price_at_or_before_safe_cutoff,W4C-R1-EXPANDED-SIGNAL-MAP-v2.0
W4CE1-f0612bb7a0a98275b963,BLK,2025-10-14,2025-10-13T19:59:04Z,2025-10-13T20:00:00Z,0.935,0.935,619556,BLK|2025-10-14,105818134816492989857859675397661515589486426075774379468585464225118011364502,data/ic04_yes_probability_trajectory.csv.gz,ticker+event_date/company_event_date;latest_yes_price_at_or_before_safe_cutoff,W4C-R1-EXPANDED-SIGNAL-MAP-v2.0
W4CE1-f1e9d779e6a65f8d3ad4,CHWY,2026-06-10,2026-06-09T19:59:04Z,2026-06-09T20:00:00Z,0.655,0.655,2387806,CHWY|2026-06-10,28651903213066760393216426692848530074346826094934739016627628601265936711024,data/ic04_yes_probability_trajectory.csv.gz,ticker+event_date/company_event_date;latest_yes_price_at_or_before_safe_cutoff,W4C-R1-EXPANDED-SIGNAL-MAP-v2.0
W4CE1-f485e196fd02dbc8f0e2,DE,2026-05-21,2026-05-20T19:59:06Z,2026-05-20T20:00:00Z,0.915,0.915,2186409,DE|2026-05-21,61687775386001963676780078916491048215382395978727344095457063923378980169024,data/ic04_yes_probability_trajectory.csv.gz,ticker+event_date/company_event_date;latest_yes_price_at_or_before_safe_cutoff,W4C-R1-EXPANDED-SIGNAL-MAP-v2.0
W4CE1-f80f12865c07bcb93c7c,CSCO,2026-05-13,2026-05-12T19:59:05Z,2026-05-12T20:00:00Z,0.976,0.976,2110084,CSCO|2026-05-13,89149101788602053923163843190290115620566184640238174232344997794799139274589,data/ic04_yes_probability_trajectory.csv.gz,ticker+event_date/company_event_date;latest_yes_price_at_or_before_safe_cutoff,W4C-R1-EXPANDED-SIGNAL-MAP-v2.0
W4CE1-f8a7c679f4f52016f586,CHGG,2026-02-09,2026-02-06T20:59:15Z,2026-02-06T21:00:00Z,0.615,0.615,1321400,CHGG|2026-02-09,440390036107032855099463044756061522942208217397127160027417672687667756907,data/ic04_yes_probability_trajectory.csv.gz,ticker+event_date/company_event_date;latest_yes_price_at_or_before_safe_cutoff,W4C-R1-EXPANDED-SIGNAL-MAP-v2.0
W4CE1-fbc86cd0aa3d60f59d98,AAL,2026-07-23,2026-07-22T19:59:19Z,2026-07-22T20:00:00Z,0.89,0.89,2866430,AAL|2026-07-23,14429799910913779275558326100499524449261424595508502920222137786541582336650,data/ic04_yes_probability_trajectory.csv.gz,ticker+event_date/company_event_date;latest_yes_price_at_or_before_safe_cutoff,W4C-R1-EXPANDED-SIGNAL-MAP-v2.0
W4CE1-fc0a905a45a0395f0973,KHC,2025-10-29,2025-10-28T19:59:04Z,2025-10-28T20:00:00Z,0.88,0.88,647818,KHC|2025-10-29,58746892247154202873475537610633236625372903324368736253991947801162455382318,data/ic04_yes_probability_trajectory.csv.gz,ticker+event_date/company_event_date;latest_yes_price_at_or_before_safe_cutoff,W4C-R1-EXPANDED-SIGNAL-MAP-v2.0
W4CE1-fccde1989e5e82dc2f10,CRM,2025-12-03,2025-12-02T20:59:09Z,2025-12-02T21:00:00Z,0.935,0.935,697446,CRM|2025-12-03,40055898971055562526733055674369232643741557787312549652126535423676178847996,data/ic04_yes_probability_trajectory.csv.gz,ticker+event_date/company_event_date;latest_yes_price_at_or_before_safe_cutoff,W4C-R1-EXPANDED-SIGNAL-MAP-v2.0
