index,market_id,event_key,ticker,company_event_date,metric,contract_operator,contract_threshold_eps,polymarket_resolved_outcome,polymarket_outcome_label,official_eps_actual,official_eps_status,reconstructed_outcome_label,reconstructed_matches_polymarket,candidate_score,candidate_margin,candidate_occurrences,candidate_source_types,target_quarter,target_fiscal_year,segment_basis,value_basis,evidence_phrase,evidence_context,official_document_url,official_document_sha256,accession_number,suspicious_flags,candidate_count_total,top_candidates_json,validation_method,official_eps_validated
34,1367585,EBAY|2026-02-18,EBAY,2026-02-18,non_gaap_eps,>,1.35,Yes,1,,pending_manual_review,,False,,,0,,,,,,,,,,,,0,[],pending,False
35,1339807,DBX|2026-02-19,DBX,2026-02-19,non_gaap_eps,>,0.67,Yes,1,,pending_manual_review,,False,,,0,,,,,,,,,,,,0,[],pending,False
36,1369645,RKLB|2026-02-26,RKLB,2026-02-26,gaap_eps,>,-0.1,Yes,1,,pending_manual_review,,False,,,0,,,,,,,,,,,,0,[],pending,False
37,1369670,SHAK|2026-02-26,SHAK,2026-02-26,non_gaap_eps,>,0.35,Yes,1,,pending_manual_review,,False,,,0,,,,,,,,,,,,0,[],pending,False
38,1369646,WRBY|2026-02-26,WRBY,2026-02-26,gaap_eps,>,0.02,No,0,,pending_manual_review,,False,,,0,,,,,,,,,,,,0,[],pending,False
39,1486791,WB|2026-03-18,WB,2026-03-18,non_gaap_eps,>,0.32,No,0,,pending_manual_review,,False,,,0,,,,,,,,,,,,0,[],pending,False
40,1735232,DAL|2026-04-08,DAL,2026-04-08,non_gaap_eps,>,0.63,Yes,1,,pending_manual_review,,False,,,0,,,,,,,,,,,,0,[],pending,False
41,1891432,USB|2026-04-16,USB,2026-04-16,gaap_eps,>,1.14,Yes,1,,pending_manual_review,,False,,,0,,,,,,,,,,,,0,[],pending,False
42,1937066,AXP|2026-04-23,AXP,2026-04-23,gaap_eps,>,3.99,Yes,1,,pending_manual_review,,False,,,0,,,,,,,,,,,,0,[],pending,False
43,2003520,DPZ|2026-04-27,DPZ,2026-04-27,gaap_eps,>,4.28,No,0,,pending_manual_review,,False,,,0,,,,,,,,,,,,0,[],pending,False
44,1986797,KO|2026-04-28,KO,2026-04-28,non_gaap_eps,>,0.81,Yes,1,,pending_manual_review,,False,,,0,,,,,,,,,,,,0,[],pending,False
45,2003538,EBAY|2026-04-29,EBAY,2026-04-29,non_gaap_eps,>,1.58,Yes,1,,pending_manual_review,,False,,,0,,,,,,,,,,,,0,[],pending,False
46,1921506,GD|2026-04-29,GD,2026-04-29,gaap_eps,>,3.67,Yes,1,,pending_manual_review,,False,,,0,,,,,,,,,,,,0,[],pending,False
47,2039914,EL|2026-05-01,EL,2026-05-01,non_gaap_eps,>,0.65,Yes,1,,pending_manual_review,,False,,,0,,,,,,,,,,,,0,[],pending,False
48,2039915,GRAB|2026-05-04,GRAB,2026-05-04,gaap_eps,>,0.02,No,0,,pending_manual_review,,False,,,0,,,,,,,,,,,,0,[],pending,False
49,2039918,HESM|2026-05-04,HESM,2026-05-04,gaap_eps,>,0.65,Yes,1,,pending_manual_review,,False,,,0,,,,,,,,,,,,0,[],pending,False
50,2048140,NVTS|2026-05-05,NVTS,2026-05-05,non_gaap_eps,>,-0.05,Yes,1,,pending_manual_review,,False,,,0,,,,,,,,,,,,0,[],pending,False
51,2062054,DKNG|2026-05-07,DKNG,2026-05-07,non_gaap_eps,>,0.19,Yes,1,,pending_manual_review,,False,,,0,,,,,,,,,,,,0,[],pending,False
52,2062068,WRBY|2026-05-07,WRBY,2026-05-07,gaap_eps,>,0.05,No,0,,pending_manual_review,,False,,,0,,,,,,,,,,,,0,[],pending,False
53,2110078,CRCL|2026-05-11,CRCL,2026-05-11,gaap_eps,>,0.18,Yes,1,,pending_manual_review,,False,,,0,,,,,,,,,,,,0,[],pending,False
54,2110080,ETOR|2026-05-12,ETOR,2026-05-12,gaap_eps,>,0.67,Yes,1,,pending_manual_review,,False,,,0,,,,,,,,,,,,0,[],pending,False
55,2110084,CSCO|2026-05-13,CSCO,2026-05-13,non_gaap_eps,>,1.04,Yes,1,,pending_manual_review,,False,,,0,,,,,,,,,,,,0,[],pending,False
56,2357805,ANF|2026-05-27,ANF,2026-05-27,gaap_eps,>,1.27,Yes,1,,pending_manual_review,,False,,,0,,,,,,,,,,,,0,[],pending,False
57,2357788,BRZE|2026-05-27,BRZE,2026-05-27,non_gaap_eps,>,0.1,No,0,,pending_manual_review,,False,,,0,,,,,,,,,,,,0,[],pending,False
58,2312767,PANW|2026-06-02,PANW,2026-06-02,non_gaap_eps,>,0.8,Yes,1,,pending_manual_review,,False,,,0,,,,,,,,,,,,0,[],pending,False
59,2335543,IOT|2026-06-04,IOT,2026-06-04,non_gaap_eps,>,0.13,Yes,1,,pending_manual_review,,False,,,0,,,,,,,,,,,,0,[],pending,False
60,2387793,MTN|2026-06-08,MTN,2026-06-08,gaap_eps,>,9.0,No,0,,pending_manual_review,,False,,,0,,,,,,,,,,,,0,[],pending,False
61,2387806,CHWY|2026-06-10,CHWY,2026-06-10,non_gaap_eps,>,0.43,No,0,,pending_manual_review,,False,,,0,,,,,,,,,,,,0,[],pending,False
62,2745655,BAC|2026-07-14,BAC,2026-07-14,gaap_eps,>,1.11,Yes,1,,pending_manual_review,,False,,,0,,,,,,,,,,,,0,[],pending,False
63,2866596,MBWM|2026-07-21,MBWM,2026-07-21,gaap_eps,>,1.32,Yes,1,,pending_manual_review,,False,,,0,,,,,,,,,,,,0,[],pending,False
64,2866430,AAL|2026-07-23,AAL,2026-07-23,non_gaap_eps,>,0.04,Yes,1,,pending_manual_review,,False,,,0,,,,,,,,,,,,0,[],pending,False
65,2941073,PYPL|2026-07-28,PYPL,2026-07-28,non_gaap_eps,>,1.28,Yes,1,,pending_manual_review,,False,,,0,,,,,,,,,,,,0,[],pending,False
