market_id,event_key,ticker,company_event_date,metric,contract_operator,contract_threshold_eps,official_eps_actual,validation_status,official_source_accession,reconstructed_outcome_label,polymarket_primary_label,matches_primary
2048140,NVTS|2026-05-05,NVTS,2026-05-05,non_gaap_eps,>,-0.05,-0.04,VALIDATED_OFFICIAL,0001104659-26-055620,1,1,true
2062054,DKNG|2026-05-07,DKNG,2026-05-07,non_gaap_eps,>,0.19,0.2,VALIDATED_OFFICIAL,0001883685-26-000019,1,1,true
2062068,WRBY|2026-05-07,WRBY,2026-05-07,gaap_eps,>,0.05,0.03,VALIDATED_OFFICIAL,0001504776-26-000009,0,0,true
2110078,CRCL|2026-05-11,CRCL,2026-05-11,gaap_eps,>,0.18,0.21,VALIDATED_OFFICIAL,0001876042-26-000148,1,1,true
2110080,ETOR|2026-05-12,ETOR,2026-05-12,gaap_eps,>,0.67,0.86,VALIDATED_OFFICIAL,0001213900-26-054714,1,1,true
2110084,CSCO|2026-05-13,CSCO,2026-05-13,non_gaap_eps,>,1.04,1.06,VALIDATED_OFFICIAL,0000858877-26-000075,1,1,true
2357805,ANF|2026-05-27,ANF,2026-05-27,gaap_eps,>,1.27,1.47,VALIDATED_OFFICIAL,0001018840-26-000029,1,1,true
2357788,BRZE|2026-05-27,BRZE,2026-05-27,non_gaap_eps,>,0.1,0.1,VALIDATED_OFFICIAL,0001676238-26-000024,0,0,true
2312767,PANW|2026-06-02,PANW,2026-06-02,non_gaap_eps,>,0.8,0.85,VALIDATED_OFFICIAL,0001327567-26-000012,1,1,true
2335543,IOT|2026-06-04,IOT,2026-06-04,non_gaap_eps,>,0.13,0.17,VALIDATED_OFFICIAL,0001628280-26-040788,1,1,true
2387793,MTN|2026-06-08,MTN,2026-06-08,gaap_eps,>,9.0,8.81,VALIDATED_OFFICIAL,0000812011-26-000025,0,0,true
2387806,CHWY|2026-06-10,CHWY,2026-06-10,non_gaap_eps,>,0.43,0.43,VALIDATED_OFFICIAL,0001628280-26-042058,0,0,true
2745655,BAC|2026-07-14,BAC,2026-07-14,gaap_eps,>,1.11,1.21,VALIDATED_OFFICIAL,0000070858-26-000353,1,1,true
2866596,MBWM|2026-07-21,MBWM,2026-07-21,gaap_eps,>,1.32,1.5,VALIDATED_OFFICIAL,0001437749-26-023919,1,1,true
2866430,AAL|2026-07-23,AAL,2026-07-23,non_gaap_eps,>,0.04,0.15,VALIDATED_OFFICIAL,0000006201-26-000051,1,1,true
2941073,PYPL|2026-07-28,PYPL,2026-07-28,non_gaap_eps,>,1.28,1.38,VALIDATED_OFFICIAL,0001633917-26-000080,1,1,true
